J_Nombre,R_J_Nombre,R_nombre,PC_numero
mortontimothy259,mortontimothy259,Ropa_1_watch,85
mortontimothy259,mortontimothy259,Ropa_2_concern,425
wharvey260,wharvey260,Ropa_0_right,995
wharvey260,wharvey260,Ropa_1_mouth,914
wharvey260,wharvey260,Ropa_2_agreement,888
sheila17261,sheila17261,Ropa_0_once,295
sheila17261,sheila17261,Ropa_1_play,88
sheila17261,sheila17261,Ropa_2_short,621
kristymcdaniel262,kristymcdaniel262,Ropa_2_social,206
shannonnavarro263,shannonnavarro263,Ropa_0_realize,712
shannonnavarro263,shannonnavarro263,Ropa_1_bank,267
shannonnavarro263,shannonnavarro263,Ropa_2_outside,593
john80264,john80264,Ropa_2_security,558
joseph51265,joseph51265,Ropa_0_left,272
joseph51265,joseph51265,Ropa_1_total,110
joseph51265,joseph51265,Ropa_2_enough,259
michelle39267,michelle39267,Ropa_0_authority,442
michelle39267,michelle39267,Ropa_2_hotel,771
rklein268,rklein268,Ropa_0_throw,552
rklein268,rklein268,Ropa_2_next,428
cathyrichmond269,cathyrichmond269,Ropa_0_type,792
cathyrichmond269,cathyrichmond269,Ropa_2_keep,392
sarah75270,sarah75270,Ropa_1_their,553
sarah75270,sarah75270,Ropa_2_door,121
garrettdeborah271,garrettdeborah271,Ropa_0_simple,998
garrettdeborah271,garrettdeborah271,Ropa_1_kitchen,631
garrettdeborah271,garrettdeborah271,Ropa_2_physical,886
jason26272,jason26272,Ropa_0_area,351
jason26272,jason26272,Ropa_2_economy,721
nathan04273,nathan04273,Ropa_1_dream,309
nathan04273,nathan04273,Ropa_2_fire,462
hannahharris274,hannahharris274,Ropa_1_past,163
hannahharris274,hannahharris274,Ropa_2_quality,983
martinkristy275,martinkristy275,Ropa_0_father,61
martinkristy275,martinkristy275,Ropa_1_avoid,878
tgonzales276,tgonzales276,Ropa_1_usually,877
tgonzales276,tgonzales276,Ropa_2_article,371
ypeterson277,ypeterson277,Ropa_1_statement,434
ypeterson277,ypeterson277,Ropa_2_reflect,677
elizabeth36278,elizabeth36278,Ropa_1_soldier,939
elizabeth36278,elizabeth36278,Ropa_2_popular,545
robertdavis279,robertdavis279,Ropa_2_key,448
henrykenneth280,henrykenneth280,Ropa_2_set,398
fharmon281,fharmon281,Ropa_1_space,400
fharmon281,fharmon281,Ropa_2_discussion,235
fgalvan282,fgalvan282,Ropa_0_history,255
fgalvan282,fgalvan282,Ropa_1_occur,781
jim26283,jim26283,Ropa_0_policy,601
goulderic284,goulderic284,Ropa_0_cup,711
sydney74285,sydney74285,Ropa_0_take,601
sydney74285,sydney74285,Ropa_2_somebody,118
burnsjessica287,burnsjessica287,Ropa_0_pick,318
burnsjessica287,burnsjessica287,Ropa_2_seven,286
coryhaynes288,coryhaynes288,Ropa_0_know,480
coryhaynes288,coryhaynes288,Ropa_2_east,873
johnsonchristopher289,johnsonchristopher289,Ropa_2_summer,32
kpacheco290,kpacheco290,Ropa_0_interesting,27
kpacheco290,kpacheco290,Ropa_2_know,398
emily67291,emily67291,Ropa_0_guy,493
emily67291,emily67291,Ropa_2_send,33
jacobtaylor292,jacobtaylor292,Ropa_0_well,730
jacobtaylor292,jacobtaylor292,Ropa_1_road,864
jacobtaylor292,jacobtaylor292,Ropa_2_especially,34
maryjones293,maryjones293,Ropa_0_off,192
maryjones293,maryjones293,Ropa_2_represent,307
taylorjustin294,taylorjustin294,Ropa_1_sense,875
taylorjustin294,taylorjustin294,Ropa_2_raise,772
kennedymary295,kennedymary295,Ropa_0_player,149
kennedymary295,kennedymary295,Ropa_1_approach,227
kennedymary295,kennedymary295,Ropa_2_be,286
ineal296,ineal296,Ropa_0_away,464
ineal296,ineal296,Ropa_2_other,326
ymurray297,ymurray297,Ropa_1_guess,585
hernandezsheila298,hernandezsheila298,Ropa_2_civil,236
holmestracy299,holmestracy299,Ropa_0_put,632
holmestracy299,holmestracy299,Ropa_1_force,563
holmestracy299,holmestracy299,Ropa_2_increase,578
danieljacobson300,danieljacobson300,Ropa_0_between,905
danieljacobson300,danieljacobson300,Ropa_1_whom,877
danieljacobson300,danieljacobson300,Ropa_2_song,343
lmartinez301,lmartinez301,Ropa_2_former,267
karina04302,karina04302,Ropa_1_participant,301
karina04302,karina04302,Ropa_2_machine,172
poncebradley303,poncebradley303,Ropa_1_third,768
timothyjones304,timothyjones304,Ropa_0_none,856
randywest305,randywest305,Ropa_0_himself,654
randywest305,randywest305,Ropa_1_card,254
randywest305,randywest305,Ropa_2_two,433
edwardsthomas306,edwardsthomas306,Ropa_0_far,730
mallorythompson307,mallorythompson307,Ropa_0_Mrs,311
mallorythompson307,mallorythompson307,Ropa_1_popular,980
mallorythompson307,mallorythompson307,Ropa_2_miss,568
aliciahines308,aliciahines308,Ropa_0_maybe,979
aliciahines308,aliciahines308,Ropa_2_degree,154
sayala309,sayala309,Ropa_1_from,417
sayala309,sayala309,Ropa_2_room,48
andersonbrittany310,andersonbrittany310,Ropa_0_fund,39
andersonbrittany310,andersonbrittany310,Ropa_2_many,665
kristenriley311,kristenriley311,Ropa_1_crime,168
kristenriley311,kristenriley311,Ropa_2_anything,423
bowen312,bowen312,Ropa_0_by,134
bowen312,bowen312,Ropa_1_score,52
bowen312,bowen312,Ropa_2_thousand,862
marshallricky313,marshallricky313,Ropa_0_career,561
marshallricky313,marshallricky313,Ropa_1_many,9
marshallricky313,marshallricky313,Ropa_2_make,507
sally44314,sally44314,Ropa_0_in,157
arnoldmarcus315,arnoldmarcus315,Ropa_0_last,987
arnoldmarcus315,arnoldmarcus315,Ropa_1_natural,48
arnoldmarcus315,arnoldmarcus315,Ropa_2_west,858
kiara11316,kiara11316,Ropa_0_improve,407
kiara11316,kiara11316,Ropa_1_as,99
kiara11316,kiara11316,Ropa_2_employee,563
zachary93317,zachary93317,Ropa_0_north,380
zachary93317,zachary93317,Ropa_1_pass,490
matthew46318,matthew46318,Ropa_0_new,798
matthew46318,matthew46318,Ropa_1_process,983
knoxantonio319,knoxantonio319,Ropa_0_participant,126
knoxantonio319,knoxantonio319,Ropa_1_human,353
knoxantonio319,knoxantonio319,Ropa_2_time,282
uvincent320,uvincent320,Ropa_0_sound,366
uvincent320,uvincent320,Ropa_1_how,554
uvincent320,uvincent320,Ropa_2_beautiful,896
jeffrey34322,jeffrey34322,Ropa_0_window,724
jeffrey34322,jeffrey34322,Ropa_1_course,731
jeffrey34322,jeffrey34322,Ropa_2_kitchen,449
fmiranda323,fmiranda323,Ropa_0_strategy,495
fmiranda323,fmiranda323,Ropa_1_like,870
tony91324,tony91324,Ropa_0_visit,712
tony91324,tony91324,Ropa_2_strategy,384
brentobrien325,brentobrien325,Ropa_1_around,760
qscott326,qscott326,Ropa_1_appear,289
qscott326,qscott326,Ropa_2_begin,88
amy85327,amy85327,Ropa_0_something,946
amy85327,amy85327,Ropa_2_until,945
pwalker328,pwalker328,Ropa_1_whether,920
pwalker328,pwalker328,Ropa_2_develop,911
toni95329,toni95329,Ropa_0_practice,344
richardsonkenneth330,richardsonkenneth330,Ropa_0_catch,32
richardsonkenneth330,richardsonkenneth330,Ropa_1_gun,450
richardsonkenneth330,richardsonkenneth330,Ropa_2_officer,201
jessica99331,jessica99331,Ropa_0_million,179
jessica99331,jessica99331,Ropa_1_surface,299
jessica99331,jessica99331,Ropa_2_may,507
rebekah04332,rebekah04332,Ropa_0_push,130
rebekah04332,rebekah04332,Ropa_1_set,258
rebekah04332,rebekah04332,Ropa_2_collection,994
jennifer45333,jennifer45333,Ropa_1_center,334
jennifer45333,jennifer45333,Ropa_2_firm,426
janethansen334,janethansen334,Ropa_0_that,728
janethansen334,janethansen334,Ropa_1_catch,996
amandaadams335,amandaadams335,Ropa_0_fight,64
amandaadams335,amandaadams335,Ropa_1_without,883
leemichael336,leemichael336,Ropa_0_cold,226
victoriaward337,victoriaward337,Ropa_0_difference,116
victoriaward337,victoriaward337,Ropa_1_fish,302
raymond97338,raymond97338,Ropa_1_discover,291
nrodriguez339,nrodriguez339,Ropa_1_several,931
nrodriguez339,nrodriguez339,Ropa_2_rule,150
fgordon340,fgordon340,Ropa_0_score,109
fgordon340,fgordon340,Ropa_2_themselves,104
timothytaylor341,timothytaylor341,Ropa_0_third,956
timothytaylor341,timothytaylor341,Ropa_2_live,667
wjohnson342,wjohnson342,Ropa_0_front,377
wjohnson342,wjohnson342,Ropa_1_movie,925
wjohnson342,wjohnson342,Ropa_2_card,658
taramorrison343,taramorrison343,Ropa_0_sometimes,732
taramorrison343,taramorrison343,Ropa_2_per,90
jillbishop344,jillbishop344,Ropa_0_throughout,909
jillbishop344,jillbishop344,Ropa_1_trip,362
jillbishop344,jillbishop344,Ropa_2_feel,3
crystal32345,crystal32345,Ropa_0_choose,646
crystal32345,crystal32345,Ropa_2_work,982
bradleypeters346,bradleypeters346,Ropa_1_expect,716
gschmidt347,gschmidt347,Ropa_1_technology,883
jacob52348,jacob52348,Ropa_0_can,123
jacob52348,jacob52348,Ropa_2_dinner,96
plewis349,plewis349,Ropa_1_land,188
plewis349,plewis349,Ropa_2_its,770
joycewillis350,joycewillis350,Ropa_0_rest,554
joycewillis350,joycewillis350,Ropa_1_poor,139
joycewillis350,joycewillis350,Ropa_2_memory,850
meganacosta351,meganacosta351,Ropa_0_second,923
meganacosta351,meganacosta351,Ropa_1_that,252
meganacosta351,meganacosta351,Ropa_2_garden,472
mario53352,mario53352,Ropa_0_night,571
mario53352,mario53352,Ropa_2_director,899
larsentravis353,larsentravis353,Ropa_1_anything,263
xrich354,xrich354,Ropa_0_into,224
xrich354,xrich354,Ropa_2_forward,106
anna64355,anna64355,Ropa_1_activity,897
anna64355,anna64355,Ropa_2_strong,254
phayes356,phayes356,Ropa_0_personal,760
phayes356,phayes356,Ropa_2_draw,178
alicia36357,alicia36357,Ropa_0_beautiful,616
alicia36357,alicia36357,Ropa_1_give,868
andre80358,andre80358,Ropa_0_onto,518
andre80358,andre80358,Ropa_1_process,904
andre80358,andre80358,Ropa_2_free,518
xdean359,xdean359,Ropa_0_run,112
xdean359,xdean359,Ropa_1_remain,218
fmiller360,fmiller360,Ropa_1_oil,671
fmiller360,fmiller360,Ropa_2_city,56
carrwilliam361,carrwilliam361,Ropa_0_behind,915
carrwilliam361,carrwilliam361,Ropa_1_really,536
carrwilliam361,carrwilliam361,Ropa_2_Congress,855
lambertkaren362,lambertkaren362,Ropa_0_minute,676
lambertkaren362,lambertkaren362,Ropa_1_into,437
linda57363,linda57363,Ropa_1_follow,248
zbonilla364,zbonilla364,Ropa_2_man,31
tracy15365,tracy15365,Ropa_1_discuss,427
mstone366,mstone366,Ropa_0_doctor,216
mstone366,mstone366,Ropa_1_mission,752
mstone366,mstone366,Ropa_2_effort,325
audrey35367,audrey35367,Ropa_0_share,974
keith15368,keith15368,Ropa_1_task,372
qcalderon369,qcalderon369,Ropa_0_talk,108
qcalderon369,qcalderon369,Ropa_1_right,111
erikamooney370,erikamooney370,Ropa_0_structure,682
erikamooney370,erikamooney370,Ropa_1_relate,706
erikamooney370,erikamooney370,Ropa_2_difference,925
maxwellrandy371,maxwellrandy371,Ropa_0_cup,280
james78372,james78372,Ropa_1_floor,29
sowens373,sowens373,Ropa_0_laugh,376
sowens373,sowens373,Ropa_2_change,8
ncastillo375,ncastillo375,Ropa_0_figure,629
rbuchanan376,rbuchanan376,Ropa_0_many,952
rbuchanan376,rbuchanan376,Ropa_1_side,685
rbuchanan376,rbuchanan376,Ropa_2_season,175
curtiskevin377,curtiskevin377,Ropa_1_bill,990
eford378,eford378,Ropa_1_data,428
eford378,eford378,Ropa_2_nature,426
angela82379,angela82379,Ropa_0_again,208
angela82379,angela82379,Ropa_1_network,950
angela82379,angela82379,Ropa_2_enjoy,975
thompsonrichard380,thompsonrichard380,Ropa_0_can,642
thompsonrichard380,thompsonrichard380,Ropa_1_crime,57
thompsonrichard380,thompsonrichard380,Ropa_2_very,759
hudsonaaron381,hudsonaaron381,Ropa_0_in,858
hudsonaaron381,hudsonaaron381,Ropa_1_recognize,315
hudsonaaron381,hudsonaaron381,Ropa_2_trip,57
shane26382,shane26382,Ropa_0_name,600
shane26382,shane26382,Ropa_1_church,145
shane26382,shane26382,Ropa_2_animal,839
elliottmichael383,elliottmichael383,Ropa_0_too,70
elliottmichael383,elliottmichael383,Ropa_1_crime,890
peter36384,peter36384,Ropa_0_scientist,154
peter36384,peter36384,Ropa_1_rate,901
peter36384,peter36384,Ropa_2_yes,371
tinasmith385,tinasmith385,Ropa_0_until,338
tinasmith385,tinasmith385,Ropa_2_at,266
cranebenjamin386,cranebenjamin386,Ropa_1_scene,697
cranebenjamin386,cranebenjamin386,Ropa_2_school,698
nmoyer387,nmoyer387,Ropa_0_season,782
nmoyer387,nmoyer387,Ropa_1_indicate,895
nmoyer387,nmoyer387,Ropa_2_beyond,13
vasquezjustin388,vasquezjustin388,Ropa_2_environment,904
elliottcarlos389,elliottcarlos389,Ropa_1_explain,667
elliottcarlos389,elliottcarlos389,Ropa_2_likely,112
sherryhancock390,sherryhancock390,Ropa_1_professor,730
nwalker391,nwalker391,Ropa_0_environmental,596
nwalker391,nwalker391,Ropa_1_represent,591
nwalker391,nwalker391,Ropa_2_national,264
pollardkelly392,pollardkelly392,Ropa_0_try,97
pollardkelly392,pollardkelly392,Ropa_2_listen,268
brewerdenise393,brewerdenise393,Ropa_0_arm,904
brewerdenise393,brewerdenise393,Ropa_1_goal,578
brewerdenise393,brewerdenise393,Ropa_2_role,618
bradleypatel394,bradleypatel394,Ropa_1_at,7
bradleypatel394,bradleypatel394,Ropa_2_best,948
donna15395,donna15395,Ropa_1_trial,214
lmontes396,lmontes396,Ropa_0_adult,326
lmontes396,lmontes396,Ropa_2_sense,967
wdavis397,wdavis397,Ropa_1_meet,596
wdavis397,wdavis397,Ropa_2_whole,183
rodriguezmichael398,rodriguezmichael398,Ropa_0_against,342
jacob32399,jacob32399,Ropa_0_cell,772
jacob32399,jacob32399,Ropa_1_large,388
jacob32399,jacob32399,Ropa_2_interview,683
zeaton400,zeaton400,Ropa_0_should,820
zeaton400,zeaton400,Ropa_2_lot,316
uyoung401,uyoung401,Ropa_0_particularly,57
uyoung401,uyoung401,Ropa_1_challenge,156
uyoung401,uyoung401,Ropa_2_success,759
gregorychase402,gregorychase402,Ropa_0_mother,219
gregorychase402,gregorychase402,Ropa_1_anything,517
sawyerronald403,sawyerronald403,Ropa_0_building,181
sawyerronald403,sawyerronald403,Ropa_2_out,731
harrisrebecca404,harrisrebecca404,Ropa_2_color,435
sanchezsean405,sanchezsean405,Ropa_0_machine,310
sanchezsean405,sanchezsean405,Ropa_1_popular,115
sanchezsean405,sanchezsean405,Ropa_2_none,917
kim54406,kim54406,Ropa_1_change,243
kim54406,kim54406,Ropa_2_up,151
eguzman407,eguzman407,Ropa_0_try,705
eguzman407,eguzman407,Ropa_1_treat,906
eguzman407,eguzman407,Ropa_2_job,885
kellyscott408,kellyscott408,Ropa_0_let,556
kellyscott408,kellyscott408,Ropa_1_parent,54
kellyscott408,kellyscott408,Ropa_2_quickly,335
ohoward409,ohoward409,Ropa_0_newspaper,987
ohoward409,ohoward409,Ropa_1_conference,924
ohoward409,ohoward409,Ropa_2_particularly,358
laurie88410,laurie88410,Ropa_0_certainly,676
laurie88410,laurie88410,Ropa_1_firm,465
laurie88410,laurie88410,Ropa_2_green,951
fboyer411,fboyer411,Ropa_0_mission,699
fboyer411,fboyer411,Ropa_1_hot,984
fboyer411,fboyer411,Ropa_2_coach,412
sandersjason412,sandersjason412,Ropa_1_among,850
prodriguez413,prodriguez413,Ropa_0_behind,570
prodriguez413,prodriguez413,Ropa_1_because,152
prodriguez413,prodriguez413,Ropa_2_write,194
jason63414,jason63414,Ropa_1_scene,357
jason63414,jason63414,Ropa_2_wrong,290
jeremy12415,jeremy12415,Ropa_1_consider,258
jeremy12415,jeremy12415,Ropa_2_different,158
warnerjames417,warnerjames417,Ropa_1_military,103
warnerjames417,warnerjames417,Ropa_2_quite,897
amy98418,amy98418,Ropa_0_how,179
amy98418,amy98418,Ropa_1_teacher,162
amy98418,amy98418,Ropa_2_may,348
knightveronica419,knightveronica419,Ropa_0_American,960
knightveronica419,knightveronica419,Ropa_1_daughter,503
buchananjoseph420,buchananjoseph420,Ropa_2_religious,923
ogonzalez421,ogonzalez421,Ropa_0_type,489
ogonzalez421,ogonzalez421,Ropa_1_add,167
tyoung422,tyoung422,Ropa_0_better,714
tyoung422,tyoung422,Ropa_2_peace,323
tnelson423,tnelson423,Ropa_0_drug,184
tnelson423,tnelson423,Ropa_1_common,150
tnelson423,tnelson423,Ropa_2_better,747
courtney12424,courtney12424,Ropa_0_from,181
courtney12424,courtney12424,Ropa_1_alone,657
courtney12424,courtney12424,Ropa_2_tend,298
mwest425,mwest425,Ropa_2_skin,298
martinezjoseph426,martinezjoseph426,Ropa_0_store,341
martinezjoseph426,martinezjoseph426,Ropa_1_from,184
washingtonalexis427,washingtonalexis427,Ropa_0_consider,314
washingtonalexis427,washingtonalexis427,Ropa_2_hot,641
sarawalters428,sarawalters428,Ropa_0_value,784
sarawalters428,sarawalters428,Ropa_2_avoid,910
leonmelanie429,leonmelanie429,Ropa_1_have,8
leonmelanie429,leonmelanie429,Ropa_2_water,210
imccall430,imccall430,Ropa_0_source,110
imccall430,imccall430,Ropa_1_avoid,464
imccall430,imccall430,Ropa_2_success,783
evansmichael431,evansmichael431,Ropa_0_show,666
evansmichael431,evansmichael431,Ropa_1_game,717
evansmichael431,evansmichael431,Ropa_2_everything,678
jennifer01432,jennifer01432,Ropa_0_one,758
jennifer01432,jennifer01432,Ropa_1_hour,395
jennifer01432,jennifer01432,Ropa_2_guess,504
bjimenez433,bjimenez433,Ropa_1_say,903
wellsrobert434,wellsrobert434,Ropa_0_international,335
wellsrobert434,wellsrobert434,Ropa_1_free,464
wellsrobert434,wellsrobert434,Ropa_2_decision,114
mreilly435,mreilly435,Ropa_1_maybe,182
mreilly435,mreilly435,Ropa_2_Mrs,428
thomasharris436,thomasharris436,Ropa_1_reality,304
thomasharris436,thomasharris436,Ropa_2_simple,540
higginseric437,higginseric437,Ropa_0_score,536
brownstephanie438,brownstephanie438,Ropa_0_possible,157
brownstephanie438,brownstephanie438,Ropa_1_voice,10
davisjeffery439,davisjeffery439,Ropa_0_station,453
davisjeffery439,davisjeffery439,Ropa_1_reflect,368
igray440,igray440,Ropa_0_bank,181
igray440,igray440,Ropa_2_brother,560
jeffreylong441,jeffreylong441,Ropa_1_someone,78
jeffreylong441,jeffreylong441,Ropa_2_above,53
jennifer75442,jennifer75442,Ropa_0_billion,924
jennifer75442,jennifer75442,Ropa_1_score,757
jennifer75442,jennifer75442,Ropa_2_reveal,698
ageorge443,ageorge443,Ropa_0_probably,24
ageorge443,ageorge443,Ropa_1_number,438
ageorge443,ageorge443,Ropa_2_much,67
mccoyvalerie444,mccoyvalerie444,Ropa_0_series,464
rachelbowen445,rachelbowen445,Ropa_0_idea,619
rachelbowen445,rachelbowen445,Ropa_2_trip,465
bonnielopez446,bonnielopez446,Ropa_1_tree,517
bonnielopez446,bonnielopez446,Ropa_2_turn,571
catherine88447,catherine88447,Ropa_1_out,90
catherine88447,catherine88447,Ropa_2_truth,469
jamesfarmer448,jamesfarmer448,Ropa_0_east,56
jamesfarmer448,jamesfarmer448,Ropa_1_remain,355
jamesfarmer448,jamesfarmer448,Ropa_2_when,906
melissa11449,melissa11449,Ropa_0_need,86
melissa11449,melissa11449,Ropa_1_car,399
melissa11449,melissa11449,Ropa_2_last,439
turnererica450,turnererica450,Ropa_0_follow,90
turnererica450,turnererica450,Ropa_2_interest,860
danielshaw451,danielshaw451,Ropa_0_painting,352
danielshaw451,danielshaw451,Ropa_1_role,774
rjohnson452,rjohnson452,Ropa_1_spring,444
fishertiffany453,fishertiffany453,Ropa_0_push,700
fishertiffany453,fishertiffany453,Ropa_1_natural,440
fishertiffany453,fishertiffany453,Ropa_2_technology,258
williamschristine454,williamschristine454,Ropa_0_money,936
williamschristine454,williamschristine454,Ropa_1_sense,842
alanschultz455,alanschultz455,Ropa_0_cold,600
alanschultz455,alanschultz455,Ropa_1_series,851
alanschultz455,alanschultz455,Ropa_2_foreign,425
hrobinson456,hrobinson456,Ropa_1_mission,233
hrobinson456,hrobinson456,Ropa_2_put,721
qmiller457,qmiller457,Ropa_0_most,701
qmiller457,qmiller457,Ropa_2_cold,495
gonzalestiffany458,gonzalestiffany458,Ropa_0_among,967
gonzalestiffany458,gonzalestiffany458,Ropa_1_real,175
leewilliam459,leewilliam459,Ropa_0_must,11
leewilliam459,leewilliam459,Ropa_2_order,899
ginaruiz460,ginaruiz460,Ropa_0_need,11
ginaruiz460,ginaruiz460,Ropa_1_will,70
ginaruiz460,ginaruiz460,Ropa_2_window,987
adam48461,adam48461,Ropa_0_serve,124
adam48461,adam48461,Ropa_1_agreement,444
adam48461,adam48461,Ropa_2_way,872
christinebrooks462,christinebrooks462,Ropa_0_much,35
christinebrooks462,christinebrooks462,Ropa_1_throw,383
christinebrooks462,christinebrooks462,Ropa_2_again,87
trevor02463,trevor02463,Ropa_1_military,952
trevor02463,trevor02463,Ropa_2_serious,892
alex86464,alex86464,Ropa_0_wife,396
alex86464,alex86464,Ropa_1_do,89
alex86464,alex86464,Ropa_2_should,666
elaineosborne465,elaineosborne465,Ropa_0_you,92
elaineosborne465,elaineosborne465,Ropa_1_product,970
elaineosborne465,elaineosborne465,Ropa_2_capital,26
williamramirez466,williamramirez466,Ropa_0_all,238
williamramirez466,williamramirez466,Ropa_1_discover,180
williamramirez466,williamramirez466,Ropa_2_way,148
estradalindsay467,estradalindsay467,Ropa_0_under,933
estradalindsay467,estradalindsay467,Ropa_1_reflect,913
estradalindsay467,estradalindsay467,Ropa_2_majority,138
george71468,george71468,Ropa_0_agreement,969
george71468,george71468,Ropa_1_watch,812
george71468,george71468,Ropa_2_consider,541
denise18469,denise18469,Ropa_1_building,638
denise18469,denise18469,Ropa_2_future,120
nicholeevans470,nicholeevans470,Ropa_0_report,442
nicholeevans470,nicholeevans470,Ropa_1_purpose,102
christopher57471,christopher57471,Ropa_0_finish,906
tsmith472,tsmith472,Ropa_2_thing,248
deannapatterson473,deannapatterson473,Ropa_0_north,844
deannapatterson473,deannapatterson473,Ropa_1_rise,301
deannapatterson473,deannapatterson473,Ropa_2_simple,852
aboyd474,aboyd474,Ropa_1_character,277
aboyd474,aboyd474,Ropa_2_cup,137
kennethluna475,kennethluna475,Ropa_1_walk,990
kennethluna475,kennethluna475,Ropa_2_power,719
samuel41476,samuel41476,Ropa_0_green,686
samuel41476,samuel41476,Ropa_2_fire,207
annette79477,annette79477,Ropa_0_notice,966
annette79477,annette79477,Ropa_1_war,655
annette79477,annette79477,Ropa_2_page,765
sydney24478,sydney24478,Ropa_0_any,385
sydney24478,sydney24478,Ropa_1_style,201
sydney24478,sydney24478,Ropa_2_responsibility,676
justin55479,justin55479,Ropa_0_area,414
justin55479,justin55479,Ropa_1_allow,339
suttonpaul480,suttonpaul480,Ropa_0_center,255
gwillis481,gwillis481,Ropa_0_stuff,217
gwillis481,gwillis481,Ropa_1_politics,373
gwillis481,gwillis481,Ropa_2_scientist,452
bankstony482,bankstony482,Ropa_0_girl,232
bankstony482,bankstony482,Ropa_1_try,122
bankstony482,bankstony482,Ropa_2_never,757
alexander70483,alexander70483,Ropa_0_figure,862
alexander70483,alexander70483,Ropa_2_ball,253
curtisjohn484,curtisjohn484,Ropa_0_heart,697
curtisjohn484,curtisjohn484,Ropa_2_represent,389
qmolina485,qmolina485,Ropa_0_join,169
qmolina485,qmolina485,Ropa_1_current,243
kenneth93486,kenneth93486,Ropa_0_least,422
douglas73487,douglas73487,Ropa_0_store,154
douglas73487,douglas73487,Ropa_1_force,355
douglas73487,douglas73487,Ropa_2_maybe,30
michelleskinner488,michelleskinner488,Ropa_0_without,738
michelleskinner488,michelleskinner488,Ropa_1_building,75
michelleskinner488,michelleskinner488,Ropa_2_dream,247
lisa57489,lisa57489,Ropa_0_eat,767
lisa57489,lisa57489,Ropa_1_manager,151
lisa57489,lisa57489,Ropa_2_guess,158
alisha83490,alisha83490,Ropa_1_hospital,462
alisha83490,alisha83490,Ropa_2_shoulder,149
richard45491,richard45491,Ropa_1_able,579
maddoxemily492,maddoxemily492,Ropa_0_least,672
patrickjimenez493,patrickjimenez493,Ropa_0_use,759
patrickjimenez493,patrickjimenez493,Ropa_2_even,318
lynnmandy494,lynnmandy494,Ropa_1_toward,224
lynnmandy494,lynnmandy494,Ropa_2_little,581
mcclurejimmy495,mcclurejimmy495,Ropa_0_dog,403
mcclurejimmy495,mcclurejimmy495,Ropa_1_police,248
richard50496,richard50496,Ropa_1_off,261
hernandezwanda497,hernandezwanda497,Ropa_0_trouble,217
hernandezwanda497,hernandezwanda497,Ropa_1_commercial,535
hernandezwanda497,hernandezwanda497,Ropa_2_popular,132
nmartinez498,nmartinez498,Ropa_0_outside,2
nmartinez498,nmartinez498,Ropa_1_style,984
nmartinez498,nmartinez498,Ropa_2_campaign,720
richard37499,richard37499,Ropa_0_despite,664
richard37499,richard37499,Ropa_1_herself,672
richard37499,richard37499,Ropa_2_career,66
garcialarry500,garcialarry500,Ropa_0_have,145
garcialarry500,garcialarry500,Ropa_1_moment,204
garcialarry500,garcialarry500,Ropa_2_race,618
christiegarcia501,christiegarcia501,Ropa_1_over,429
qbridges502,qbridges502,Ropa_1_especially,731
qbridges502,qbridges502,Ropa_2_notice,292
robert91503,robert91503,Ropa_1_stay,441
robert91503,robert91503,Ropa_2_also,446
wilsonmichael504,wilsonmichael504,Ropa_0_around,82
ccain505,ccain505,Ropa_1_wind,740
ccain505,ccain505,Ropa_2_somebody,472
vincent57506,vincent57506,Ropa_0_exactly,160
davidfleming507,davidfleming507,Ropa_1_history,293
davidfleming507,davidfleming507,Ropa_2_that,246
valdezraymond508,valdezraymond508,Ropa_0_office,96
valdezraymond508,valdezraymond508,Ropa_2_today,887
kathrynburns509,kathrynburns509,Ropa_0_impact,640
kathrynburns509,kathrynburns509,Ropa_1_when,128
michaelwalters510,michaelwalters510,Ropa_0_director,260
michaelwalters510,michaelwalters510,Ropa_1_three,288
jonathan50511,jonathan50511,Ropa_0_energy,943
jonathan50511,jonathan50511,Ropa_1_pass,251
riveramichelle512,riveramichelle512,Ropa_0_indeed,172
ashley91513,ashley91513,Ropa_0_ask,290
ashley91513,ashley91513,Ropa_1_would,49
ashley91513,ashley91513,Ropa_2_let,921
calebgarrett514,calebgarrett514,Ropa_1_trouble,667
calebgarrett514,calebgarrett514,Ropa_2_standard,53
carterjenna515,carterjenna515,Ropa_0_work,684
carterjenna515,carterjenna515,Ropa_1_between,403
carterjenna515,carterjenna515,Ropa_2_safe,637
caroljensen516,caroljensen516,Ropa_0_either,910
caroljensen516,caroljensen516,Ropa_2_sign,499
brittany18517,brittany18517,Ropa_1_offer,39
brittany18517,brittany18517,Ropa_2_produce,222
wrightmartha518,wrightmartha518,Ropa_0_responsibility,363
wrightmartha518,wrightmartha518,Ropa_2_example,766
smithaaron519,smithaaron519,Ropa_0_guy,540
smithaaron519,smithaaron519,Ropa_1_space,39
smithaaron519,smithaaron519,Ropa_2_eye,577
wcabrera520,wcabrera520,Ropa_0_agreement,320
wcabrera520,wcabrera520,Ropa_1_pass,459
wcabrera520,wcabrera520,Ropa_2_attention,192
cruzjason521,cruzjason521,Ropa_2_positive,639
walkermark522,walkermark522,Ropa_0_detail,786
walkermark522,walkermark522,Ropa_1_economy,466
walkermark522,walkermark522,Ropa_2_hour,747
millervirginia524,millervirginia524,Ropa_1_million,691
millervirginia524,millervirginia524,Ropa_2_fall,175
qandrews525,qandrews525,Ropa_0_win,120
aaronfowler526,aaronfowler526,Ropa_0_either,148
