J_Nombre,nombre,tipo
griffinjacob210,Ropa_0_study,Gorra
griffinjacob210,Ropa_1_economy,Camiseta
griffinjacob210,Ropa_2_measure,Accesorios
fernandezlaura211,Ropa_0_stuff,Camiseta
fernandezlaura211,Ropa_1_hour,Camiseta
fernandezlaura211,Ropa_2_just,Camiseta
hughesjustin212,Ropa_0_concern,Zapatos
hughesjustin212,Ropa_1_industry,Camiseta
hughesjustin212,Ropa_2_member,Pantalón
sevans213,Ropa_0_reduce,Zapatos
sevans213,Ropa_1_next,Zapatos
sevans213,Ropa_2_paper,Accesorios
kellydonald214,Ropa_0_condition,Camiseta
kellydonald214,Ropa_1_purpose,Camiseta
kellydonald214,Ropa_2_couple,Camiseta
smithrichard215,Ropa_0_through,Zapatos
smithrichard215,Ropa_1_yet,Accesorios
smithrichard215,Ropa_2_guy,Accesorios
gambleadam216,Ropa_0_push,Camiseta
gambleadam216,Ropa_1_condition,Pantalón
gambleadam216,Ropa_2_same,Gorra
kevinrodgers217,Ropa_0_baby,Gorra
kevinrodgers217,Ropa_1_argue,Zapatos
kevinrodgers217,Ropa_2_list,Pantalón
andrew02218,Ropa_0_great,Pantalón
andrew02218,Ropa_1_maintain,Zapatos
andrew02218,Ropa_2_language,Zapatos
david10219,Ropa_0_ok,Accesorios
david10219,Ropa_1_foreign,Zapatos
david10219,Ropa_2_out,Camiseta
stewartrichard220,Ropa_0_strategy,Accesorios
stewartrichard220,Ropa_1_student,Camiseta
stewartrichard220,Ropa_2_discover,Camiseta
laura81221,Ropa_0_senior,Camiseta
laura81221,Ropa_1_minute,Camiseta
laura81221,Ropa_2_north,Pantalón
carolyn96222,Ropa_0_alone,Gorra
carolyn96222,Ropa_1_control,Accesorios
carolyn96222,Ropa_2_foreign,Zapatos
morgan99223,Ropa_0_person,Pantalón
morgan99223,Ropa_1_animal,Zapatos
morgan99223,Ropa_2_guy,Camiseta
pettychristopher224,Ropa_0_opportunity,Pantalón
pettychristopher224,Ropa_1_television,Gorra
pettychristopher224,Ropa_2_discover,Camiseta
amber46225,Ropa_0_perhaps,Zapatos
amber46225,Ropa_1_series,Zapatos
amber46225,Ropa_2_foot,Zapatos
geraldwells226,Ropa_0_deep,Pantalón
geraldwells226,Ropa_1_policy,Gorra
geraldwells226,Ropa_2_laugh,Zapatos
parkeradam227,Ropa_0_probably,Pantalón
parkeradam227,Ropa_1_force,Zapatos
parkeradam227,Ropa_2_data,Gorra
connie73228,Ropa_0_and,Gorra
connie73228,Ropa_1_girl,Accesorios
connie73228,Ropa_2_month,Pantalón
ashleyclayton229,Ropa_0_put,Accesorios
ashleyclayton229,Ropa_1_bed,Pantalón
ashleyclayton229,Ropa_2_season,Gorra
richardpatterson230,Ropa_0_series,Gorra
richardpatterson230,Ropa_1_affect,Pantalón
richardpatterson230,Ropa_2_number,Accesorios
anita41231,Ropa_0_involve,Gorra
anita41231,Ropa_1_service,Gorra
anita41231,Ropa_2_pick,Camiseta
christina57232,Ropa_0_should,Zapatos
christina57232,Ropa_1_away,Camiseta
christina57232,Ropa_2_process,Camiseta
kellifrederick233,Ropa_0_consumer,Gorra
kellifrederick233,Ropa_1_until,Camiseta
kellifrederick233,Ropa_2_million,Zapatos
xbaker234,Ropa_0_go,Gorra
xbaker234,Ropa_1_not,Accesorios
xbaker234,Ropa_2_citizen,Gorra
sarabrown235,Ropa_0_his,Pantalón
sarabrown235,Ropa_1_church,Zapatos
sarabrown235,Ropa_2_set,Zapatos
igilbert236,Ropa_0_process,Pantalón
igilbert236,Ropa_1_hit,Gorra
igilbert236,Ropa_2_TV,Accesorios
wanda34237,Ropa_0_society,Gorra
wanda34237,Ropa_1_investment,Pantalón
wanda34237,Ropa_2_nothing,Gorra
shannonarmstrong238,Ropa_0_case,Zapatos
shannonarmstrong238,Ropa_1_season,Pantalón
shannonarmstrong238,Ropa_2_nothing,Pantalón
mistycarter239,Ropa_0_television,Accesorios
mistycarter239,Ropa_1_level,Zapatos
mistycarter239,Ropa_2_pay,Gorra
bestkimberly240,Ropa_0_from,Zapatos
bestkimberly240,Ropa_1_develop,Accesorios
bestkimberly240,Ropa_2_rise,Gorra
phillipsbenjamin241,Ropa_0_else,Pantalón
phillipsbenjamin241,Ropa_1_sell,Zapatos
phillipsbenjamin241,Ropa_2_entire,Gorra
buckjoseph242,Ropa_0_across,Zapatos
buckjoseph242,Ropa_1_side,Gorra
buckjoseph242,Ropa_2_result,Zapatos
sean89243,Ropa_0_certainly,Gorra
sean89243,Ropa_1_process,Gorra
sean89243,Ropa_2_development,Gorra
campbellkathleen244,Ropa_0_structure,Camiseta
campbellkathleen244,Ropa_1_audience,Accesorios
campbellkathleen244,Ropa_2_grow,Pantalón
michael03245,Ropa_0_prepare,Gorra
michael03245,Ropa_1_bad,Camiseta
michael03245,Ropa_2_conference,Zapatos
tommykelly246,Ropa_0_matter,Accesorios
tommykelly246,Ropa_1_ability,Zapatos
tommykelly246,Ropa_2_purpose,Accesorios
jacquelinerichards247,Ropa_0_black,Accesorios
jacquelinerichards247,Ropa_1_official,Camiseta
jacquelinerichards247,Ropa_2_popular,Accesorios
schultzjennifer248,Ropa_0_foot,Camiseta
schultzjennifer248,Ropa_1_lawyer,Gorra
schultzjennifer248,Ropa_2_lead,Zapatos
xpeterson249,Ropa_0_know,Camiseta
xpeterson249,Ropa_1_daughter,Accesorios
xpeterson249,Ropa_2_music,Gorra
lmartin250,Ropa_0_speech,Gorra
lmartin250,Ropa_1_forget,Gorra
lmartin250,Ropa_2_seat,Zapatos
msmith251,Ropa_0_security,Pantalón
msmith251,Ropa_1_media,Gorra
msmith251,Ropa_2_mind,Camiseta
danielstevens252,Ropa_0_determine,Pantalón
danielstevens252,Ropa_1_Democrat,Camiseta
danielstevens252,Ropa_2_better,Zapatos
fitzgeraldjacqueline253,Ropa_0_investment,Gorra
fitzgeraldjacqueline253,Ropa_1_pass,Accesorios
fitzgeraldjacqueline253,Ropa_2_class,Gorra
vbentley254,Ropa_0_early,Gorra
vbentley254,Ropa_1_process,Gorra
vbentley254,Ropa_2_box,Camiseta
wileykimberly255,Ropa_0_matter,Zapatos
wileykimberly255,Ropa_1_gun,Zapatos
wileykimberly255,Ropa_2_hit,Gorra
npollard256,Ropa_0_travel,Camiseta
npollard256,Ropa_1_notice,Gorra
npollard256,Ropa_2_what,Gorra
dorseyrussell257,Ropa_0_maintain,Zapatos
dorseyrussell257,Ropa_1_follow,Zapatos
dorseyrussell257,Ropa_2_hotel,Zapatos
ngilmore258,Ropa_0_month,Gorra
ngilmore258,Ropa_1_away,Pantalón
ngilmore258,Ropa_2_the,Gorra
mortontimothy259,Ropa_0_new,Pantalón
mortontimothy259,Ropa_1_watch,Accesorios
mortontimothy259,Ropa_2_concern,Pantalón
wharvey260,Ropa_0_right,Zapatos
wharvey260,Ropa_1_mouth,Camiseta
wharvey260,Ropa_2_agreement,Zapatos
sheila17261,Ropa_0_once,Accesorios
sheila17261,Ropa_1_play,Accesorios
sheila17261,Ropa_2_short,Gorra
kristymcdaniel262,Ropa_0_president,Gorra
kristymcdaniel262,Ropa_1_for,Accesorios
kristymcdaniel262,Ropa_2_social,Zapatos
shannonnavarro263,Ropa_0_realize,Accesorios
shannonnavarro263,Ropa_1_bank,Gorra
shannonnavarro263,Ropa_2_outside,Pantalón
john80264,Ropa_0_maintain,Zapatos
john80264,Ropa_1_then,Camiseta
john80264,Ropa_2_security,Camiseta
joseph51265,Ropa_0_left,Accesorios
joseph51265,Ropa_1_total,Accesorios
joseph51265,Ropa_2_enough,Pantalón
jesse92266,Ropa_0_end,Camiseta
jesse92266,Ropa_1_business,Zapatos
jesse92266,Ropa_2_above,Pantalón
michelle39267,Ropa_0_authority,Gorra
michelle39267,Ropa_1_least,Camiseta
michelle39267,Ropa_2_hotel,Camiseta
rklein268,Ropa_0_throw,Pantalón
rklein268,Ropa_1_final,Camiseta
rklein268,Ropa_2_next,Camiseta
cathyrichmond269,Ropa_0_type,Zapatos
cathyrichmond269,Ropa_1_almost,Gorra
cathyrichmond269,Ropa_2_keep,Gorra
sarah75270,Ropa_0_class,Zapatos
sarah75270,Ropa_1_their,Zapatos
sarah75270,Ropa_2_door,Zapatos
garrettdeborah271,Ropa_0_simple,Camiseta
garrettdeborah271,Ropa_1_kitchen,Accesorios
garrettdeborah271,Ropa_2_physical,Pantalón
jason26272,Ropa_0_area,Accesorios
jason26272,Ropa_1_my,Pantalón
jason26272,Ropa_2_economy,Pantalón
nathan04273,Ropa_0_suffer,Gorra
nathan04273,Ropa_1_dream,Zapatos
nathan04273,Ropa_2_fire,Pantalón
hannahharris274,Ropa_0_sometimes,Accesorios
hannahharris274,Ropa_1_past,Gorra
hannahharris274,Ropa_2_quality,Accesorios
martinkristy275,Ropa_0_father,Zapatos
martinkristy275,Ropa_1_avoid,Accesorios
martinkristy275,Ropa_2_part,Gorra
tgonzales276,Ropa_0_argue,Gorra
tgonzales276,Ropa_1_usually,Gorra
tgonzales276,Ropa_2_article,Zapatos
ypeterson277,Ropa_0_instead,Accesorios
ypeterson277,Ropa_1_statement,Camiseta
ypeterson277,Ropa_2_reflect,Zapatos
elizabeth36278,Ropa_0_gun,Accesorios
elizabeth36278,Ropa_1_soldier,Gorra
elizabeth36278,Ropa_2_popular,Gorra
robertdavis279,Ropa_0_performance,Pantalón
robertdavis279,Ropa_1_member,Camiseta
robertdavis279,Ropa_2_key,Zapatos
henrykenneth280,Ropa_0_pass,Accesorios
henrykenneth280,Ropa_1_movie,Accesorios
henrykenneth280,Ropa_2_set,Zapatos
fharmon281,Ropa_0_stock,Pantalón
fharmon281,Ropa_1_space,Gorra
fharmon281,Ropa_2_discussion,Gorra
fgalvan282,Ropa_0_history,Zapatos
fgalvan282,Ropa_1_occur,Gorra
fgalvan282,Ropa_2_ten,Pantalón
jim26283,Ropa_0_policy,Accesorios
jim26283,Ropa_1_politics,Gorra
jim26283,Ropa_2_light,Pantalón
goulderic284,Ropa_0_cup,Pantalón
goulderic284,Ropa_1_put,Camiseta
goulderic284,Ropa_2_sea,Gorra
sydney74285,Ropa_0_take,Zapatos
sydney74285,Ropa_1_manage,Accesorios
sydney74285,Ropa_2_somebody,Accesorios
nathancannon286,Ropa_0_me,Accesorios
nathancannon286,Ropa_1_rise,Gorra
nathancannon286,Ropa_2_according,Pantalón
burnsjessica287,Ropa_0_pick,Pantalón
burnsjessica287,Ropa_1_reality,Gorra
burnsjessica287,Ropa_2_seven,Gorra
coryhaynes288,Ropa_0_know,Camiseta
coryhaynes288,Ropa_1_health,Camiseta
coryhaynes288,Ropa_2_east,Zapatos
johnsonchristopher289,Ropa_0_in,Zapatos
johnsonchristopher289,Ropa_1_population,Camiseta
johnsonchristopher289,Ropa_2_summer,Camiseta
kpacheco290,Ropa_0_interesting,Pantalón
kpacheco290,Ropa_1_box,Pantalón
kpacheco290,Ropa_2_know,Camiseta
emily67291,Ropa_0_guy,Accesorios
emily67291,Ropa_1_large,Zapatos
emily67291,Ropa_2_send,Gorra
jacobtaylor292,Ropa_0_well,Gorra
jacobtaylor292,Ropa_1_road,Accesorios
jacobtaylor292,Ropa_2_especially,Camiseta
maryjones293,Ropa_0_off,Gorra
maryjones293,Ropa_1_behavior,Gorra
maryjones293,Ropa_2_represent,Pantalón
taylorjustin294,Ropa_0_oil,Zapatos
taylorjustin294,Ropa_1_sense,Pantalón
taylorjustin294,Ropa_2_raise,Camiseta
kennedymary295,Ropa_0_player,Pantalón
kennedymary295,Ropa_1_approach,Pantalón
kennedymary295,Ropa_2_be,Gorra
ineal296,Ropa_0_away,Pantalón
ineal296,Ropa_1_radio,Gorra
ineal296,Ropa_2_other,Accesorios
ymurray297,Ropa_0_account,Accesorios
ymurray297,Ropa_1_guess,Pantalón
ymurray297,Ropa_2_game,Zapatos
hernandezsheila298,Ropa_0_send,Accesorios
hernandezsheila298,Ropa_1_responsibility,Accesorios
hernandezsheila298,Ropa_2_civil,Pantalón
holmestracy299,Ropa_0_put,Accesorios
holmestracy299,Ropa_1_force,Gorra
holmestracy299,Ropa_2_increase,Pantalón
danieljacobson300,Ropa_0_between,Accesorios
danieljacobson300,Ropa_1_whom,Zapatos
danieljacobson300,Ropa_2_song,Gorra
lmartinez301,Ropa_0_wish,Gorra
lmartinez301,Ropa_1_area,Zapatos
lmartinez301,Ropa_2_former,Accesorios
karina04302,Ropa_0_surface,Pantalón
karina04302,Ropa_1_participant,Accesorios
karina04302,Ropa_2_machine,Camiseta
poncebradley303,Ropa_0_candidate,Camiseta
poncebradley303,Ropa_1_third,Zapatos
poncebradley303,Ropa_2_member,Zapatos
timothyjones304,Ropa_0_none,Gorra
timothyjones304,Ropa_1_time,Accesorios
timothyjones304,Ropa_2_may,Accesorios
randywest305,Ropa_0_himself,Gorra
randywest305,Ropa_1_card,Zapatos
randywest305,Ropa_2_two,Zapatos
edwardsthomas306,Ropa_0_far,Zapatos
edwardsthomas306,Ropa_1_oil,Accesorios
edwardsthomas306,Ropa_2_student,Zapatos
mallorythompson307,Ropa_0_Mrs,Accesorios
mallorythompson307,Ropa_1_popular,Zapatos
mallorythompson307,Ropa_2_miss,Accesorios
aliciahines308,Ropa_0_maybe,Accesorios
aliciahines308,Ropa_1_need,Accesorios
aliciahines308,Ropa_2_degree,Pantalón
sayala309,Ropa_0_second,Camiseta
sayala309,Ropa_1_from,Pantalón
sayala309,Ropa_2_room,Pantalón
andersonbrittany310,Ropa_0_fund,Camiseta
andersonbrittany310,Ropa_1_carry,Camiseta
andersonbrittany310,Ropa_2_many,Pantalón
kristenriley311,Ropa_0_very,Accesorios
kristenriley311,Ropa_1_crime,Zapatos
kristenriley311,Ropa_2_anything,Camiseta
bowen312,Ropa_0_by,Accesorios
bowen312,Ropa_1_score,Zapatos
bowen312,Ropa_2_thousand,Gorra
marshallricky313,Ropa_0_career,Zapatos
marshallricky313,Ropa_1_many,Zapatos
marshallricky313,Ropa_2_make,Pantalón
sally44314,Ropa_0_in,Zapatos
sally44314,Ropa_1_leader,Gorra
sally44314,Ropa_2_sing,Accesorios
arnoldmarcus315,Ropa_0_last,Accesorios
arnoldmarcus315,Ropa_1_natural,Zapatos
arnoldmarcus315,Ropa_2_west,Gorra
kiara11316,Ropa_0_improve,Gorra
kiara11316,Ropa_1_as,Zapatos
kiara11316,Ropa_2_employee,Camiseta
zachary93317,Ropa_0_north,Gorra
zachary93317,Ropa_1_pass,Accesorios
zachary93317,Ropa_2_page,Zapatos
matthew46318,Ropa_0_new,Camiseta
matthew46318,Ropa_1_process,Zapatos
matthew46318,Ropa_2_address,Pantalón
knoxantonio319,Ropa_0_participant,Pantalón
knoxantonio319,Ropa_1_human,Accesorios
knoxantonio319,Ropa_2_time,Pantalón
uvincent320,Ropa_0_sound,Camiseta
uvincent320,Ropa_1_how,Zapatos
uvincent320,Ropa_2_beautiful,Camiseta
vaughnbenjamin321,Ropa_0_network,Zapatos
vaughnbenjamin321,Ropa_1_actually,Gorra
vaughnbenjamin321,Ropa_2_you,Pantalón
jeffrey34322,Ropa_0_window,Accesorios
jeffrey34322,Ropa_1_course,Pantalón
jeffrey34322,Ropa_2_kitchen,Accesorios
fmiranda323,Ropa_0_strategy,Gorra
fmiranda323,Ropa_1_like,Gorra
fmiranda323,Ropa_2_practice,Pantalón
tony91324,Ropa_0_visit,Accesorios
tony91324,Ropa_1_those,Pantalón
tony91324,Ropa_2_strategy,Zapatos
brentobrien325,Ropa_0_difference,Gorra
brentobrien325,Ropa_1_around,Pantalón
brentobrien325,Ropa_2_item,Camiseta
qscott326,Ropa_0_somebody,Accesorios
qscott326,Ropa_1_appear,Accesorios
qscott326,Ropa_2_begin,Pantalón
amy85327,Ropa_0_something,Pantalón
amy85327,Ropa_1_between,Camiseta
amy85327,Ropa_2_until,Camiseta
pwalker328,Ropa_0_business,Gorra
pwalker328,Ropa_1_whether,Zapatos
pwalker328,Ropa_2_develop,Camiseta
toni95329,Ropa_0_practice,Camiseta
toni95329,Ropa_1_simply,Gorra
toni95329,Ropa_2_provide,Camiseta
richardsonkenneth330,Ropa_0_catch,Accesorios
richardsonkenneth330,Ropa_1_gun,Accesorios
richardsonkenneth330,Ropa_2_officer,Pantalón
jessica99331,Ropa_0_million,Zapatos
jessica99331,Ropa_1_surface,Camiseta
jessica99331,Ropa_2_may,Camiseta
rebekah04332,Ropa_0_push,Accesorios
rebekah04332,Ropa_1_set,Pantalón
rebekah04332,Ropa_2_collection,Gorra
jennifer45333,Ropa_0_per,Pantalón
jennifer45333,Ropa_1_center,Zapatos
jennifer45333,Ropa_2_firm,Gorra
janethansen334,Ropa_0_that,Accesorios
janethansen334,Ropa_1_catch,Gorra
janethansen334,Ropa_2_once,Gorra
amandaadams335,Ropa_0_fight,Accesorios
amandaadams335,Ropa_1_without,Accesorios
amandaadams335,Ropa_2_inside,Camiseta
leemichael336,Ropa_0_cold,Zapatos
leemichael336,Ropa_1_black,Pantalón
leemichael336,Ropa_2_cell,Pantalón
victoriaward337,Ropa_0_difference,Camiseta
victoriaward337,Ropa_1_fish,Gorra
victoriaward337,Ropa_2_right,Camiseta
raymond97338,Ropa_0_four,Gorra
raymond97338,Ropa_1_discover,Gorra
raymond97338,Ropa_2_store,Pantalón
nrodriguez339,Ropa_0_down,Pantalón
nrodriguez339,Ropa_1_several,Gorra
nrodriguez339,Ropa_2_rule,Camiseta
fgordon340,Ropa_0_score,Camiseta
fgordon340,Ropa_1_account,Zapatos
fgordon340,Ropa_2_themselves,Camiseta
timothytaylor341,Ropa_0_third,Gorra
timothytaylor341,Ropa_1_beyond,Accesorios
timothytaylor341,Ropa_2_live,Gorra
wjohnson342,Ropa_0_front,Zapatos
wjohnson342,Ropa_1_movie,Zapatos
wjohnson342,Ropa_2_card,Camiseta
taramorrison343,Ropa_0_sometimes,Camiseta
taramorrison343,Ropa_1_attention,Pantalón
taramorrison343,Ropa_2_per,Zapatos
jillbishop344,Ropa_0_throughout,Zapatos
jillbishop344,Ropa_1_trip,Accesorios
jillbishop344,Ropa_2_feel,Zapatos
crystal32345,Ropa_0_choose,Camiseta
crystal32345,Ropa_1_traditional,Camiseta
crystal32345,Ropa_2_work,Accesorios
bradleypeters346,Ropa_0_game,Zapatos
bradleypeters346,Ropa_1_expect,Camiseta
bradleypeters346,Ropa_2_his,Pantalón
gschmidt347,Ropa_0_fish,Accesorios
gschmidt347,Ropa_1_technology,Zapatos
gschmidt347,Ropa_2_focus,Accesorios
jacob52348,Ropa_0_can,Pantalón
jacob52348,Ropa_1_fish,Gorra
jacob52348,Ropa_2_dinner,Accesorios
plewis349,Ropa_0_himself,Pantalón
plewis349,Ropa_1_land,Zapatos
plewis349,Ropa_2_its,Pantalón
joycewillis350,Ropa_0_rest,Gorra
joycewillis350,Ropa_1_poor,Accesorios
joycewillis350,Ropa_2_memory,Camiseta
meganacosta351,Ropa_0_second,Pantalón
meganacosta351,Ropa_1_that,Gorra
meganacosta351,Ropa_2_garden,Camiseta
mario53352,Ropa_0_night,Gorra
mario53352,Ropa_1_price,Zapatos
mario53352,Ropa_2_director,Camiseta
larsentravis353,Ropa_0_stage,Pantalón
larsentravis353,Ropa_1_anything,Gorra
larsentravis353,Ropa_2_game,Zapatos
xrich354,Ropa_0_into,Zapatos
xrich354,Ropa_1_make,Zapatos
xrich354,Ropa_2_forward,Gorra
anna64355,Ropa_0_letter,Zapatos
anna64355,Ropa_1_activity,Gorra
anna64355,Ropa_2_strong,Zapatos
phayes356,Ropa_0_personal,Gorra
phayes356,Ropa_1_tell,Gorra
phayes356,Ropa_2_draw,Gorra
alicia36357,Ropa_0_beautiful,Accesorios
alicia36357,Ropa_1_give,Pantalón
alicia36357,Ropa_2_remember,Accesorios
andre80358,Ropa_0_onto,Camiseta
andre80358,Ropa_1_process,Gorra
andre80358,Ropa_2_free,Accesorios
xdean359,Ropa_0_run,Zapatos
xdean359,Ropa_1_remain,Camiseta
xdean359,Ropa_2_personal,Camiseta
fmiller360,Ropa_0_evidence,Accesorios
fmiller360,Ropa_1_oil,Accesorios
fmiller360,Ropa_2_city,Gorra
carrwilliam361,Ropa_0_behind,Accesorios
carrwilliam361,Ropa_1_really,Camiseta
carrwilliam361,Ropa_2_Congress,Gorra
lambertkaren362,Ropa_0_minute,Gorra
lambertkaren362,Ropa_1_into,Zapatos
lambertkaren362,Ropa_2_message,Camiseta
linda57363,Ropa_0_sign,Gorra
linda57363,Ropa_1_follow,Camiseta
linda57363,Ropa_2_buy,Accesorios
zbonilla364,Ropa_0_themselves,Zapatos
zbonilla364,Ropa_1_fund,Accesorios
zbonilla364,Ropa_2_man,Camiseta
tracy15365,Ropa_0_might,Camiseta
tracy15365,Ropa_1_discuss,Zapatos
tracy15365,Ropa_2_glass,Accesorios
mstone366,Ropa_0_doctor,Zapatos
mstone366,Ropa_1_mission,Camiseta
mstone366,Ropa_2_effort,Pantalón
audrey35367,Ropa_0_share,Pantalón
audrey35367,Ropa_1_prepare,Gorra
audrey35367,Ropa_2_also,Gorra
keith15368,Ropa_0_not,Camiseta
keith15368,Ropa_1_task,Gorra
keith15368,Ropa_2_notice,Pantalón
qcalderon369,Ropa_0_talk,Zapatos
qcalderon369,Ropa_1_right,Zapatos
qcalderon369,Ropa_2_receive,Camiseta
erikamooney370,Ropa_0_structure,Camiseta
erikamooney370,Ropa_1_relate,Camiseta
erikamooney370,Ropa_2_difference,Camiseta
maxwellrandy371,Ropa_0_cup,Gorra
maxwellrandy371,Ropa_1_dog,Camiseta
maxwellrandy371,Ropa_2_fish,Zapatos
james78372,Ropa_0_during,Camiseta
james78372,Ropa_1_floor,Accesorios
james78372,Ropa_2_newspaper,Accesorios
sowens373,Ropa_0_laugh,Accesorios
sowens373,Ropa_1_local,Camiseta
sowens373,Ropa_2_change,Pantalón
hortoncody374,Ropa_0_analysis,Pantalón
hortoncody374,Ropa_1_administration,Zapatos
hortoncody374,Ropa_2_west,Accesorios
ncastillo375,Ropa_0_figure,Zapatos
ncastillo375,Ropa_1_phone,Camiseta
ncastillo375,Ropa_2_keep,Pantalón
rbuchanan376,Ropa_0_many,Pantalón
rbuchanan376,Ropa_1_side,Accesorios
rbuchanan376,Ropa_2_season,Pantalón
curtiskevin377,Ropa_0_senior,Zapatos
curtiskevin377,Ropa_1_bill,Camiseta
curtiskevin377,Ropa_2_dark,Zapatos
eford378,Ropa_0_rule,Camiseta
eford378,Ropa_1_data,Zapatos
eford378,Ropa_2_nature,Gorra
angela82379,Ropa_0_again,Accesorios
angela82379,Ropa_1_network,Gorra
angela82379,Ropa_2_enjoy,Zapatos
thompsonrichard380,Ropa_0_can,Accesorios
thompsonrichard380,Ropa_1_crime,Camiseta
thompsonrichard380,Ropa_2_very,Camiseta
hudsonaaron381,Ropa_0_in,Pantalón
hudsonaaron381,Ropa_1_recognize,Gorra
hudsonaaron381,Ropa_2_trip,Camiseta
shane26382,Ropa_0_name,Zapatos
shane26382,Ropa_1_church,Gorra
shane26382,Ropa_2_animal,Accesorios
elliottmichael383,Ropa_0_too,Gorra
elliottmichael383,Ropa_1_crime,Pantalón
elliottmichael383,Ropa_2_southern,Zapatos
peter36384,Ropa_0_scientist,Accesorios
peter36384,Ropa_1_rate,Pantalón
peter36384,Ropa_2_yes,Accesorios
tinasmith385,Ropa_0_until,Zapatos
tinasmith385,Ropa_1_business,Gorra
tinasmith385,Ropa_2_at,Pantalón
cranebenjamin386,Ropa_0_church,Gorra
cranebenjamin386,Ropa_1_scene,Camiseta
cranebenjamin386,Ropa_2_school,Accesorios
nmoyer387,Ropa_0_season,Accesorios
nmoyer387,Ropa_1_indicate,Camiseta
nmoyer387,Ropa_2_beyond,Camiseta
vasquezjustin388,Ropa_0_feeling,Gorra
vasquezjustin388,Ropa_1_serious,Zapatos
vasquezjustin388,Ropa_2_environment,Accesorios
elliottcarlos389,Ropa_0_cup,Gorra
elliottcarlos389,Ropa_1_explain,Gorra
elliottcarlos389,Ropa_2_likely,Gorra
sherryhancock390,Ropa_0_effort,Accesorios
sherryhancock390,Ropa_1_professor,Accesorios
sherryhancock390,Ropa_2_run,Zapatos
nwalker391,Ropa_0_environmental,Gorra
nwalker391,Ropa_1_represent,Pantalón
nwalker391,Ropa_2_national,Accesorios
pollardkelly392,Ropa_0_try,Camiseta
pollardkelly392,Ropa_1_test,Zapatos
pollardkelly392,Ropa_2_listen,Accesorios
brewerdenise393,Ropa_0_arm,Camiseta
brewerdenise393,Ropa_1_goal,Zapatos
brewerdenise393,Ropa_2_role,Accesorios
bradleypatel394,Ropa_0_response,Pantalón
bradleypatel394,Ropa_1_at,Accesorios
bradleypatel394,Ropa_2_best,Camiseta
donna15395,Ropa_0_language,Gorra
donna15395,Ropa_1_trial,Zapatos
donna15395,Ropa_2_economy,Pantalón
lmontes396,Ropa_0_adult,Camiseta
lmontes396,Ropa_1_argue,Pantalón
lmontes396,Ropa_2_sense,Gorra
wdavis397,Ropa_0_far,Accesorios
wdavis397,Ropa_1_meet,Zapatos
wdavis397,Ropa_2_whole,Gorra
rodriguezmichael398,Ropa_0_against,Camiseta
rodriguezmichael398,Ropa_1_usually,Gorra
rodriguezmichael398,Ropa_2_everybody,Zapatos
jacob32399,Ropa_0_cell,Camiseta
jacob32399,Ropa_1_large,Zapatos
jacob32399,Ropa_2_interview,Pantalón
zeaton400,Ropa_0_should,Gorra
zeaton400,Ropa_1_these,Zapatos
zeaton400,Ropa_2_lot,Gorra
uyoung401,Ropa_0_particularly,Camiseta
uyoung401,Ropa_1_challenge,Camiseta
uyoung401,Ropa_2_success,Zapatos
gregorychase402,Ropa_0_mother,Pantalón
gregorychase402,Ropa_1_anything,Gorra
gregorychase402,Ropa_2_above,Camiseta
sawyerronald403,Ropa_0_building,Gorra
sawyerronald403,Ropa_1_sound,Gorra
sawyerronald403,Ropa_2_out,Zapatos
harrisrebecca404,Ropa_0_which,Zapatos
harrisrebecca404,Ropa_1_space,Zapatos
harrisrebecca404,Ropa_2_color,Accesorios
sanchezsean405,Ropa_0_machine,Gorra
sanchezsean405,Ropa_1_popular,Gorra
sanchezsean405,Ropa_2_none,Pantalón
kim54406,Ropa_0_son,Gorra
kim54406,Ropa_1_change,Camiseta
kim54406,Ropa_2_up,Pantalón
eguzman407,Ropa_0_try,Camiseta
eguzman407,Ropa_1_treat,Camiseta
eguzman407,Ropa_2_job,Pantalón
kellyscott408,Ropa_0_let,Camiseta
kellyscott408,Ropa_1_parent,Pantalón
kellyscott408,Ropa_2_quickly,Gorra
ohoward409,Ropa_0_newspaper,Camiseta
ohoward409,Ropa_1_conference,Zapatos
ohoward409,Ropa_2_particularly,Zapatos
laurie88410,Ropa_0_certainly,Accesorios
laurie88410,Ropa_1_firm,Camiseta
laurie88410,Ropa_2_green,Accesorios
fboyer411,Ropa_0_mission,Camiseta
fboyer411,Ropa_1_hot,Camiseta
fboyer411,Ropa_2_coach,Zapatos
sandersjason412,Ropa_0_law,Gorra
sandersjason412,Ropa_1_among,Accesorios
sandersjason412,Ropa_2_artist,Pantalón
prodriguez413,Ropa_0_behind,Zapatos
prodriguez413,Ropa_1_because,Pantalón
prodriguez413,Ropa_2_write,Gorra
jason63414,Ropa_0_election,Camiseta
jason63414,Ropa_1_scene,Zapatos
jason63414,Ropa_2_wrong,Camiseta
jeremy12415,Ropa_0_rather,Accesorios
jeremy12415,Ropa_1_consider,Zapatos
jeremy12415,Ropa_2_different,Camiseta
sheltonnicole416,Ropa_0_enough,Pantalón
sheltonnicole416,Ropa_1_four,Zapatos
sheltonnicole416,Ropa_2_sign,Pantalón
warnerjames417,Ropa_0_little,Accesorios
warnerjames417,Ropa_1_military,Accesorios
warnerjames417,Ropa_2_quite,Gorra
amy98418,Ropa_0_how,Gorra
amy98418,Ropa_1_teacher,Camiseta
